symbol,groww_slug
MANOMAY,manomay-tex-india-ltd
MANORAMA,manorama-industries-ltd
MANORG,mangalam-organics-ltd
MANUGRAPH,manugraph-india-ltd
MANYAVAR,vedant-fashions-ltd
MAPMYINDIA,c-e-info-systems-ltd
MARALOVER,maral-overseas-ltd
MARATHON,marathon-nextgen-realty-ltd
MARICO,marico-ltd
MARINE,marine-electricals-india-ltd
MARKOLINES,markolines-pavement-technologies-ltd
MARKSANS,marksans-pharma-ltd
MARSONS,marsons-ltd
MARUTI,maruti-suzuki-india-ltd
MASFIN,mas-financial-services-ltd
MASKINVEST,mask-investments-ltd
MASTEK,mastek-ltd
MASTERTR,master-trust-ltd
MATRIMONY,matrimony-com-ltd
MAWANASUG,mawana-sugars-ltd
MAXESTATES,max-estates-ltd
MAXHEALTH,max-healthcare-institute-ltd
MAXIND,max-india-ltd
MAYURUNIQ,mayur-uniquoters-ltd
MAZDA,mazda-ltd
MAZDOCK,mazagon-dock-shipbuilders-ltd
MBAPL,madhya-bharat-agro-products-ltd
MBEL,m-b-engineering-ltd
MBLINFRA,mbl-infrastructure-ltd
MCCHRLS-B,mac-charles-india-ltd
MCL,m-tek-copper-ltd
MCLEODRUSS,mcleod-russel-india-ltd
MCLOUD,magellanic-cloud-ltd
MCX,multi-commodity-exchange-of-india-ltd
MEDANTA,global-health-ltd
MEDIASSIST,medi-assist-healthcare-services-ltd
MEDICAMEQ,medicamen-biotech-ltd
MEDICAPQ,medi-caps-ltd
MEDICO,medico-remedies-ltd
MEDPLUS,medplus-health-services-ltd
MEESHO,meesho-ltd
MEGASTAR,megastar-foods-ltd
MEIL,mangal-electrical-industries-ltd
MENNPIS,menon-pistons-ltd
MENONBE,menon-bearings-ltd
MEP,mep-infrastructure-developers-ltd
MERCANTILE,mercantile-ventures-ltd
MERCURYEV,mercury-ev-tech-ltd
METROBRAND,metro-brands-ltd
METROGLOBL,metroglobal-ltd
METROPOLIS,metropolis-healthcare-ltd
MFML,mahalaxmi-fabric-mills-ltd
MFSL,max-financial-services-ltd
MGEL,mangalam-global-enterprise-ltd
MGL,mahanagar-gas-ltd
MHLXMIRU,mahalaxmi-rubtech-ltd
MHRIL,mahindra-holidays-resorts-india-ltd
MICEL,mic-electronics-ltd
MIDHANI,mishra-dhatu-nigam-ltd
MIDWESTLTD,midwest-ltd
MIIL,meghna-infracon-infrastructure-ltd
MILKYMIST,milky-mist-dairy-food-ltd
MINALIND,minal-industries-ltd
MINDACORP,minda-corporation-ltd
MINDTECK,mindteck-india-ltd
MIRZAINT,mirza-international-ltd
MITCON,mitcon-consultancy-engineering-services-ltd
MITTAL,mittal-life-style-ltd
MKEXIM,m-k-exim-india-ltd
MKPL,m-k-proteins-ltd
MLKFOOD,milkfood-ltd
MMFL,mm-forgings-ltd
MMP,mmp-industries-ltd
MMTC,mmtc-ltd
MMWL,media-matrix-worldwide-ltd
MOBIKWIK,one-mobikwik-systems-ltd
MODINATUR,modi-naturals-ltd
MODIRUBBER,modi-rubber-ltd
MODIS,modis-navnirman-ltd
MODISONLTD,modison-ltd
MODTHREAD,modern-threads-india-ltd
MOHITE,mohite-industries-ltd
MOHITIND,mohit-industries-ltd
MOIL,moil-ltd
MOKSH,moksh-ornaments-ltd
MOL,meghmani-organics-ltd
MOLBIO,molbio-diagnostics-ltd
MOLDTECH,mold-tek-technologies-ltd
MOLDTKPAC,mold-tek-packaging-ltd
MONARCH,monarch-networth-capital-ltd
MONEYBOXX,moneyboxx-finance-ltd
MONTECARLO,monte-carlo-fashions-ltd
MOREPENLAB,morepen-laboratories-ltd
MOSCHIP,moschip-technologies-ltd
MOTHERSON,samvardhana-motherson-international-ltd
MOTILALOFS,motilal-oswal-financial-services-ltd
MOTISONS,motisons-jewellers-ltd
MOTOGENFIN,the-motor-general-finance-ltd
MPDL,mpdl-ltd
MPHASIS,mphasis-ltd
MPSLTD,mps-ltd
MRF,mrf-ltd
MRPL,mangalore-refinery-and-petrochemicals-ltd
MSL,mangalam-seeds-ltd
MSPL,msp-steel-power-ltd
MSTCLTD,mstc-ltd
MSUMI,motherson-sumi-wiring-india-ltd
MTARTECH,mtar-technologies-ltd
MTEDUCARE,mt-educare-ltd
MTNL,mahanagar-telephone-nigam-ltd
MUFIN,mufin-green-finance-ltd
MUFTI,credo-brands-marketing-ltd
MUKANDLTD,mukand-ltd
MUKESHB,mukesh-babu-financial-services-ltd
MUKKA,mukka-proteins-ltd
MUKTAARTS,mukta-arts-ltd
MUNJALAU,munjal-auto-industries-ltd
MUNJALSHOW,munjal-showa-ltd
MURUDCERA,murudeshwar-ceramics-ltd
MUTHOOTCAP,muthoot-capital-services-ltd
MUTHOOTFIN,muthoot-finance-ltd
MUTHOOTMF,muthoot-microfin-ltd
MVELECTRO,mv-electrosystems-ltd
MVGJL,manoj-vaibhav-gems-n-jewellers-ltd
MWL,mangalam-worldwide-ltd
MYSORPETRO,mysore-petro-chemicals-ltd
NACLIND,nacl-industries-ltd
NAGREEKCAP,nagreeka-capital-infrastructure-ltd
NAGREEKEXP,nagreeka-exports-ltd
NAHARCAP,nahar-capital-and-financial-services-ltd
NAHARINDUS,nahar-industrial-enterprises-ltd
NAHARPOLY,nahar-poly-films-ltd
NAHARSPING,nahar-spinning-mills-ltd
NAM-INDIA,nippon-life-india-asset-management-ltd
NARMADA,narmada-agrobase-ltd
NATCAPSUQ,natural-capsules-ltd
NATCOPHARM,natco-pharma-ltd
NATHBIOGEN,nath-bio-genes-india-ltd
NATIONALUM,national-aluminium-company-ltd
NATIONSTD,national-standard-india-ltd
NAUKRI,info-edge-india-ltd
NAVA,nava-ltd
NAVINFLUOR,navin-fluorine-international-ltd
NAVKARCORP,navkar-corporation-ltd
NAVKARURB,navkar-urbanstructure-ltd
NAVNETEDUL,navneet-education-ltd
NAZARA,nazara-technologies-ltd
NBCC,nbcc-india-ltd
NBIFIN,n-b-i-industrial-finance-company-ltd
NCC,ncc-ltd
NCLIND,ncl-industries-ltd
NDGL,naga-dhunseri-group-ltd
NDL,nandan-denim-ltd
NDLVENTURE,ndl-ventures-ltd
NDRAUTO,ndr-auto-components-ltd
NDTV,new-delhi-television-ltd
NEAGI,neelamalai-agro-industries-ltd
NECCLTD,north-eastern-carrying-corporation-ltd
NECLIFE,nectar-lifesciences-ltd
NELCAST,nelcast-ltd
NELCO,nelco-ltd
NEOGEN,neogen-chemicals-ltd
NEPHROPLUS,nephrocare-health-services-ltd
NESCO,nesco-ltd
NESTLEIND,nestle-india-ltd
NETWEB,netweb-technologies-india-ltd
NETWORK18,network18-media-investments-ltd
NEUEON,neueon-corporation-ltd
NEULANDLAB,neuland-laboratories-ltd
NEWGEN,newgen-software-technologies-ltd
NEXTMEDIA,next-mediaworks-ltd
NFL,national-fertilizers-ltd
NGIL,nakoda-group-of-industries-ltd
NGLFINE,ngl-fine-chem-ltd
NH,narayana-hrudayalaya-ltd
NHPC,nhpc-ltd
NIACL,the-new-india-assurance-company-ltd
NIBE,nibe-ltd
NIBL,nrb-industrial-bearings-ltd
NICCOPAR,nicco-parks-resorts-ltd
NIITLTD,niit-ltd
NIITMTS,niit-learning-systems-ltd
NILAINFRA,nila-infrastructures-ltd
NILASPACES,nila-spaces-ltd
NILE,nile-ltd
NILKAMAL,nilkamal-ltd
NIMBSPROJ,nimbus-projects-ltd
NINSYS,nintec-systems-ltd
NIPPOBATRY,indo-national-ltd
NIRAJ,niraj-cement-structurals-ltd
NIRAJISPAT,niraj-ispat-industries-ltd
NIRLON,nirlon-ltd
NITCO,nitco-ltd
NITINSPIN,nitin-spinners-ltd
NITIRAJ,nitiraj-engineers-ltd
NITTAGELA,nitta-gelatin-india-ltd
NIVABUPA,niva-bupa-health-insurance-company-ltd
NKIND,nk-industries-ltd
NLCINDIA,nlc-india-ltd
NMDC,nmdc-ltd
NOCIL,nocil-ltd
NOIDATOLL,noida-toll-bridge-company-ltd
NORBTEAEXP,norben-tea-exports-ltd
NORTHARC,northern-arc-capital-ltd
NOVAAGRI,nova-agritech-ltd
NOVARTIND,novartis-india-ltd
NPST,network-people-services-technologies-ltd
NRAIL,n-r-agarwal-industries-ltd
NRBBEARING,nrb-bearing-ltd
NRL,nupur-recyclers-ltd
NSIL,nalwa-sons-investments-ltd
NSLNISP,nmdc-steel-ltd
NTCIND,ntc-industries-ltd
NTPC,ntpc-ltd
NTPCGREEN,ntpc-green-energy-ltd
NUCLEUS,nucleus-software-exports-ltd
NURECA,nureca-ltd
NUVAMA,nuvama-wealth-management-ltd
NUVOCO,nuvoco-vistas-corporation-ltd
NYKAA,fsn-e-commerce-ventures-ltd
OAL,oriental-aromatics-ltd
OBCL,obcl-ltd
OBEROIRLTY,oberoi-realty-ltd
OCCLLTD,occl-ltd
ODIGMA,odigma-consultancy-solutions-ltd
ODYCORP,odyssey-corporation-ltd
OFSS,oracle-financial-services-software-ltd
OIL,oil-india-ltd
OILCOUNTUB,oil-country-tubular-ltd
OLAELEC,ola-electric-mobility-ltd
OLECTRA,olectra-greentech-ltd
OMAXAUTO,omax-autos-ltd
OMAXE,omaxe-ltd
OMFREIGHT,om-freight-forwarders-ltd
OMINFRAL,om-infra-ltd
OMNI,omnitech-engineering-ltd
OMPOWER,om-power-transmission-ltd
ONEGLOBAL,one-global-service-provider-ltd
ONELIFECAP,onelife-capital-advisors-ltd
ONEPOINT,one-point-one-solutions-ltd
ONESOURCE,onesource-specialty-pharma-ltd
ONGC,oil-natural-gas-corporation-ltd
ONIDA,onida-electronics-ltd
ONIXSOLAR,onix-solar-energy-ltd
ONMOBILE,onmobile-global-ltd
ONWARDTEC,onward-technologies-ltd
OPTIEMUS,optiemus-infracom-ltd
OPTIFIN,optimus-finance-ltd
ORBTEXP,orbit-exports-ltd
ORCHASP,orchasp-ltd
ORCHPHARMA,orchid-pharma-ltd
ORICONENT,oricon-enterprises-ltd
ORIENTALTL,oriental-trimex-ltd
ORIENTBELL,orient-bell-ltd
ORIENTCEM,orient-cement-ltd
ORIENTCER,orient-ceratech-ltd
ORIENTELEC,orient-electric-ltd
ORIENTHOT,oriental-hotels-ltd
ORIENTLTD,orient-press-ltd
ORIENTPPR,orient-paper-industries-ltd
ORIENTTECH,orient-technologies-ltd
ORIRAIL,oriental-rail-infrastructure-ltd
ORISSAMINE,the-orissa-minerals-development-company-ltd
ORKLAINDIA,orkla-india-ltd
ORTINGLOBE,ortin-global-ltd
OSIAHYPER,osia-hyper-retail-ltd
OSWALAGRO,oswal-agro-mills-ltd
OSWALGREEN,oswal-greentech-ltd
OSWALPUMPS,oswal-pumps-ltd
OSWALSEEDS,shreeoswal-seeds-and-chemicals-ltd
PACEDIGITK,pace-digitek-ltd
PACIFICI,pacific-industries-ltd
PAGEIND,page-industries-ltd
PAISALO,paisalo-digital-ltd
PAKKA,pakka-ltd
PALASHSECU,palash-securities-ltd
PALREDTEC,palred-technologies-ltd
PANACEABIO,panacea-biotec-ltd
PANACHE,panache-digilife-ltd
PANAMAPET,panama-petrochem-ltd
PANCHMAHQ,panchmahal-steel-ltd
PANORAMA,panorama-studios-international-ltd
PANSARI,pansari-developers-ltd
PAR,par-drugs-and-chemicals-ltd
PARACABLES,paramount-communications-ltd
PARADEEP,paradeep-phosphates-ltd
PARAGMILK,parag-milk-foods-ltd
PARAS,paras-defence-and-space-technologies-ltd
PARASPETRO,paras-petrofils-ltd
PARKHOSPS,park-medi-world-ltd
PARKHOTELS,apeejay-surrendra-park-hotels-ltd
PARNAXLAB,parnax-lab-ltd
PARSVNATH,parsvnath-developers-ltd
PASHUPATI,pashupati-cotspin-ltd
PASUPTAC,pasupati-acrylon-ltd
PATANJALI,patanjali-foods-ltd
PATELENG,patel-engineering-ltd
PATELRMART,patel-retail-ltd
PATINTLOG,patel-integrated-logistics-ltd
PAUSHAKLTD,paushak-ltd
PAVNAIND,pavna-industries-ltd
PAYTM,one-97-communications-ltd
PBMPOLY,pbm-polytex-ltd
PCBL,pcbl-chemical-ltd
PCJEWELLER,pc-jeweller-ltd
PDMJEPAPER,pudumjee-paper-products-ltd
PDSL,pds-ltd
PEARLPOLY,pearl-polymers-ltd
PENIND,pennar-industries-ltd
PENINLAND,peninsula-land-ltd
PERMAGN,permanent-magnets-ltd
PERSISTENT,persistent-systems-ltd
PETRONET,petronet-lng-ltd
PFC,power-finance-corporation-ltd
PFIZER,pfizer-ltd
PFOCUS,prime-focus-ltd
PFS,ptc-india-financial-services-ltd
PGEL,pg-electroplast-ltd
PGHH,procter-gamble-hygiene-and-health-care-ltd
PGHL,procter-gamble-health-ltd
PGIL,pearl-global-industries-ltd
PHOENIXLTD,the-phoenix-mills-ltd
PHOENXINTL,phoenix-international-ltd
PICCADIL,piccadily-agro-industries-ltd
PIDILITIND,pidilite-industries-ltd
PIGL,power-instrumentation-gujarat-ltd
PIIND,pi-industries-ltd
PILANIINVS,pilani-investment-and-industries-corporation-ltd
PILITA,pil-italica-lifestyle-ltd
PINELABS,pine-labs-ltd
PIONEEREMB,pioneer-embroideries-ltd
PIONRINV,pioneer-investcorp-ltd
PIRAMALFIN,piramal-finance-ltd
PITTIENG,pitti-engineering-ltd
PIXTRANS,pix-transmissions-ltd
PKTEA,the-peria-karamalai-tea-produce-company-ltd
PLASTIBLEN,plastiblends-india-ltd
PLATIND,platinum-industries-ltd
PLAZACABLE,plaza-wires-ltd
PML,paul-merchants-ltd
PNB,punjab-national-bank
PNBGILTS,pnb-gilts-ltd
PNBHOUSING,pnb-housing-finance-ltd
PNC,pritish-nandy-communications-ltd
PNCINFRA,pnc-infratech-ltd
PNGJL,p-n-gadgil-jewellers-ltd
PNGSREVA,pngs-reva-diamond-jewellery-ltd
POCL,pondy-oxides-chemicals-ltd
PODDARMENT,poddar-pigments-ltd
POEL,pocl-enterprises-ltd
POKARNA,pokarna-ltd
POLICYBZR,pb-fintech-ltd
POLYCAB,polycab-india-ltd
POLYMED,poly-medicure-ltd
POLYPLEX,polyplex-corporation-ltd
POLYSPIN,polyspin-exports-ltd
PONNIERODE,ponni-sugars-erode-ltd
POONAWALLA,poonawalla-fincorp-ltd
POWERGRID,power-grid-corporation-of-india-ltd
POWERICA,powerica-ltd
POWERINDIA,hitachi-energy-india-ltd
POWERMECH,power-mech-projects-ltd
PPAP,ppap-automotive-ltd
PPL,prakash-pipes-ltd
PPLPHARMA,piramal-pharma-ltd
PRABHA,prabha-energy-ltd
PRADPME,pradeep-metals-ltd
PRAENG,prajay-engineers-syndicate-ltd
PRAJIND,praj-industries-ltd
PRAKASH,prakash-industries-ltd
PRAKASHSTL,prakash-steelage-ltd
PRAVEG,praveg-ltd
PRAXIS,praxis-home-retail-ltd
PRECAM,precision-camshafts-ltd
PRECOT,precot-ltd
PRECWIRE,precision-wires-india-ltd
PREMCO,premco-global-ltd
PREMEXPLN,premier-explosives-ltd
PREMIER,premier-ltd
PREMIERENE,premier-energies-ltd
PREMIERPOL,premier-polyfilm-ltd
PRESTIGE,prestige-estates-projects-ltd
PRICOLLTD,pricol-ltd
PRIMESECU,prime-securities-ltd
PRIMO,primo-chemicals-ltd
PRINCEPIPE,prince-pipes-and-fittings-ltd
PRISMX,prismx-global-ventures-ltd
PRITI,priti-international-ltd
PRITIKAUTO,pritika-auto-industries-ltd
PRIVISCL,privi-speciality-chemicals-ltd
PROSTARM,prostarm-info-systems-ltd
PROTEAN,protean-egov-technologies-ltd
PROZONER,prozone-realty-ltd
PRSMJOHNSN,prism-johnson-ltd
PRUDENT,prudent-corporate-advisory-services-ltd
PRUDMOULI,prudential-sugar-corporation-ltd
PSB,punjab-sind-bank
PSPPROJECT,psp-projects-ltd
PTC,ptc-india-ltd
PTCIL,ptc-industries-ltd
PTL,ptl-enterprises-ltd
PUNJABCHEM,punjab-chemicals-crop-protection-ltd
PURVA,puravankara-ltd
PVP,pvp-ventures-ltd
PVRINOX,pvr-inox-ltd
PVSL,popular-vehicles-and-services-ltd
PWL,physicswallah-ltd
PYRAMID,pyramid-technoplast-ltd
QMSMEDI,qms-medical-allied-services-ltd
QPOWER,quality-power-electrical-equipments-ltd
QUADFUTURE,quadrant-future-tek-ltd
QUESS,quess-corp-ltd
QUICKHEAL,quick-heal-technologies-ltd
QUINT,quint-digital-ltd
RACE,race-eco-chain-ltd
RACLGEAR,racl-geartech-ltd
RADAAN,radaan-mediaworks-india-ltd
RADHIKAJWE,radhika-jeweltech-ltd
RADIANTCMS,radiant-cash-management-services-ltd
RADICO,radico-khaitan-ltd
RADIOCITY,music-broadcast-ltd
RAILTEL,railtel-corporation-of-india-ltd
RAIN,rain-industries-ltd
RAINBOW,rainbow-childrens-medicare-ltd
RAJESHEXPO,rajesh-exports-ltd
RAJMET,rajnandini-metal-ltd
RAJOOENG,rajoo-engineers-ltd
RAJPALAYAM,rajapalayam-mills-ltd
RAJRATAN,rajratan-global-wire-ltd
RAJRILTD,raj-rayon-industries-ltd
RAJSREESUG,rajshree-sugars-chemicals-ltd
RAJTV,raj-television-network-ltd
RALLIS,rallis-india-ltd
RAMANEWS,shree-rama-newsprint-ltd
RAMAPHO,rama-phosphates-ltd
RAMASTEEL,rama-steel-tubes-ltd
RAMBHAJO,advit-jewels-ltd
RAMCOCEM,the-ramco-cements-ltd
RAMCOIND,ramco-industries-ltd
RAMCOSYS,ramco-systems-ltd
RAMKY,ramky-infrastructure-ltd
RAMRAT,ram-ratna-wires-ltd
RANASUG,rana-sugars-ltd
RANEHOLDIN,rane-holdings-ltd
RATEGAIN,rategain-travel-technologies-ltd
RATNAMANI,ratnamani-metals-tubes-ltd
RATNAVEER,ratnaveer-precision-engineering-ltd
RAYMOND,raymond-ltd
RAYMONDLSL,raymond-lifestyle-ltd
RAYMONDREL,raymond-realty-ltd
RBA,restaurant-brands-asia-ltd
RBLBANK,rbl-bank-ltd
RBZJEWEL,rbz-jewellers-ltd
RCF,rashtriya-chemicals-and-fertilizers-ltd
RCOM,reliance-communications-ltd
RECLTD,rec-ltd
REDINGTON,redington-ltd
REDTAPE,redtape-ltd
REFEX,refex-industries-ltd
REGAAL,regaal-resources-ltd
REGENCERAM,regency-ceramics-ltd
RELAXO,relaxo-footwears-ltd
RELCHEMQ,reliance-chemotex-industries-ltd
RELIABLE,reliable-data-services-ltd
RELIANCE,reliance-industries-ltd
RELIGARE,religare-enterprises-ltd
RELINFRA,reliance-infrastructure-ltd
RELTD,ravindra-energy-ltd
REMSONSIND,remsons-industries-ltd
RENUKA,shree-renuka-sugars-ltd
REPCOHOME,repco-home-finance-ltd
REPL,rudrabhishek-enterprises-ltd
REPRO,repro-india-ltd
RESPONIND,responsive-industries-ltd
RETAIL,jhs-svendgaard-retail-ventures-ltd
RGL,renaissance-global-ltd
RHETAN,rhetan-tmt-ltd
RHFL,reliance-home-finance-ltd
RHIM,rhi-magnesita-india-ltd
RHL,robust-hotels-ltd
RICOAUTO,rico-auto-industries-ltd
RIIL,reliance-industrial-infrastructure-ltd
RIR,rir-power-electronics-ltd
RISHABH,rishabh-instruments-ltd
RITCO,ritco-logistics-ltd
RITES,rites-ltd
RKDL,ravi-kumar-distilleries-ltd
RKEC,rkec-projects-ltd
RKFORGE,ramkrishna-forgings-ltd
RKSWAMY,r-k-swamy-ltd
RMC,rmc-switchgears-ltd
RMDRIP,r-m-drip-and-sprinklers-systems-ltd
RML,rane-madras-ltd
RNBDENIMS,r-b-denims-ltd
ROHLTD,royal-orchid-hotels-ltd
ROLEXRINGS,rolex-rings-ltd
ROLLT,rollatainers-ltd
ROML,raj-oil-mills-ltd
ROSSARI,rossari-biotech-ltd
ROSSELLIND,rossell-india-ltd
ROSSTECH,rossell-techsys-ltd
ROTO,roto-pumps-ltd
ROUTE,route-mobile-ltd
RPEL,raghav-productivity-enhancers-ltd
RPGLIFE,rpg-life-sciences-ltd
RPOWER,reliance-power-ltd
RPPINFRA,r-p-p-infra-projects-ltd
RPPL,rajshree-polypack-ltd
RPSGVENT,rpsg-ventures-ltd
RPTECH,rashi-peripherals-ltd
RRECL,rdb-real-estate-constructions-ltd
RRIL,rril-ltd
RRKABEL,r-r-kabel-ltd
RSDFIN,rsd-finance-ltd
RSL,rajputana-stainless-ltd
RSSOFTWARE,r-s-software-india-ltd
RSWM,rswm-ltd
RSYSTEMS,r-systems-international-ltd
RTNINDIA,rattanindia-enterprises-ltd
RTNPOWER,rattanindia-power-ltd
RTSPOWR,rts-power-corporation-ltd
RUBFILA,rubfila-international-ltd
RUBICON,rubicon-research-ltd
RUBYMILLS,the-ruby-mills-ltd
RUCHINFRA,ruchi-infrastructure-ltd
RUCHIRA,ruchira-papers-ltd
RUDRA,rudra-global-infra-products-ltd
RUPA,rupa-company-ltd
RUSHIL,rushil-decor-ltd
RUSTOMJEE,keystone-realtors-ltd
RVHL,ravinder-heights-ltd
RVNL,rail-vikas-nigam-ltd
RVTH,revathi-equipment-india-ltd
S&SPOWER,s-s-power-switchgears-ltd
SAATVIKGL,saatvik-green-energy-ltd
SAB,sab-industries-ltd
SADBHAV,sadbhav-engineering-ltd
SADBHIN,sadbhav-infrastructure-project-ltd
SADHNANIQ,sadhana-nitrochem-ltd
SAFARI,safari-industries-india-ltd
SAGARDEEP,sagardeep-alloys-ltd
SAGCEM,sagar-cements-ltd
SAGILITY,sagility-ltd
SAHLIBHFI,shalibhadra-finance-ltd
SAHYADRI,sahyadri-industries-ltd
SAICAPI,sai-capital-ltd
SAIL,steel-authority-of-india-ltd
SAILIFE,sai-life-sciences-ltd
SAIPARENT,sai-parenterals-ltd
SAKAR,sakar-healthcare-ltd
SAKHTISUG,sakthi-sugars-ltd
SAKSOFT,saksoft-ltd
SAKUMA,sakuma-exports-ltd
SALASAR,salasar-techno-engineering-ltd
SALONA,salona-cotspin-ltd
SALSTEEL,s-a-l-steel-ltd
SALZERELEC,salzer-electronics-ltd
SAMBANDAM,sambandam-spinning-mills-ltd
SAMBHAAV,sambhaav-media-ltd
SAMBHV,sambhv-steel-tubes-ltd
SAMHI,samhi-hotels-ltd
SAMMAANCAP,sammaan-capital-ltd
SAMPANN,sampann-utpadan-india-ltd
SANATHAN,sanathan-textiles-ltd
SANDESH,the-sandesh-ltd
SANDHAR,sandhar-technologies-ltd
SANDUMA,sandur-manganese-iron-ores-ltd
SANGAMIND,sangam-india-ltd
SANGHVIMOV,sanghvi-movers-ltd
SANGINITA,sanginita-chemicals-ltd
SANOFI,sanofi-india-ltd
SANOFICONR,sanofi-consumer-healthcare-india-ltd
SANSERA,sansera-engineering-ltd
SANSTAR,sanstar-ltd
SANWARIA,sanwaria-consumer-ltd
SAPPHIRE,sapphire-foods-india-ltd
SAPPL,shree-ajit-pulp-paper-ltd
SARDAEN,sarda-energy-minerals-ltd
SAREGAMA,saregama-india-ltd
SARLAPOLY,sarla-performance-fibers-ltd
SARVESHWAR,sarveshwar-foods-ltd
SASKEN,sasken-technologies-ltd
SATIA,satia-industries-ltd
SATIN,satin-creditcare-network-ltd
SAURASHCEM,saurashtra-cement-ltd
SAYAJIHOTL,sayaji-hotels-ltd
SAYAJIIND,sayaji-industries-ltd
SBC,sbc-exports-ltd
SBCL,shivalik-bimetal-controls-ltd
SBFC,sbfc-finance-ltd
SBGLP,suratwwala-business-group-ltd
SBICARD,sbi-cards-and-payment-services-ltd
SBIFUNDS,sbi-funds-management-ltd
SBILIFE,sbi-life-insurance-company-ltd
SBIN,state-bank-of-india
SCANSTL,scan-steels-ltd
SCHAEFFLER,schaeffler-india-ltd
SCHAND,s-chand-and-company-ltd
SCHNEIDER,schneider-electric-infrastructure-ltd
SCI,shipping-corporation-of-india-ltd
SCILAL,shipping-corporation-of-india-land-and-assets-ltd
SCODATUBES,scoda-tubes-ltd
SCPL,sheetal-cool-products-ltd
SDBL,som-distilleries-breweries-ltd
SEAMECLTD,seamec-ltd
SECMARK,secmark-consultancy-ltd
SECURKLOUD,securekloud-technologies-ltd
SEDEMAC,sedemac-mechatronics-ltd
SEIL,shanti-educational-initiatives-ltd
SEJALLTD,sejal-glass-ltd
SEKURITIND,saint-gobain-sekurit-india-ltd
SELMC,sel-manufacturing-company-ltd
SEMAC,semac-construction-ltd
SENCO,senco-gold-ltd
SENORES,senores-pharmaceuticals-ltd
SEPC,sepc-ltd
SERVOTECH,servotech-renewable-power-system-ltd
SESHAPAPER,seshasayee-paper-and-boards-ltd
SETCO,setco-automotive-ltd
SETL,standard-engineering-technology-ltd
SETUINFRA,setubandhan-infrastructure-ltd
SEYAIND,seya-industries-ltd
SFL,sheela-foam-ltd
SGFIN,sg-finserve-ltd
SGIL,synergy-green-industries-ltd
SGL,stl-global-ltd
SGLRES,sgl-resources-ltd
SGMART,sg-mart-ltd
SGRL,shree-ganesh-remedies-ltd
SHADOWFAX,shadowfax-technologies-ltd
SHAH,shah-metacorp-ltd
SHAHALLOYS,shah-alloys-ltd
SHAILY,shaily-engineering-plastics-ltd
SHAKTIPUMP,shakti-pumps-india-ltd
SHALBY,shalby-ltd
SHALPAINTS,shalimar-paints-ltd
SHANKARA,shankara-building-products-ltd
SHANTI,shanti-overseas-india-ltd
SHANTIGEAR,shanthi-gears-ltd
SHANTIGOLD,shanti-gold-international-ltd
SHARDACROP,sharda-cropchem-ltd
SHARDAMOTR,sharda-motor-industries-ltd
SHARDUL,shardul-securities-ltd
SHAREINDIA,share-india-securities-ltd
SHBAJRG,shri-bajrang-alliance-ltd
SHEKHAWATI,shekhawati-industries-ltd
SHEMAROO,shemaroo-entertainment-ltd
SHERVANI,shervani-industrial-syndicate-ltd
SHILCTECH,shilchar-technologies-ltd
SHILGRAVQ,shilp-gravures-ltd
SHILPAMED,shilpa-medicare-ltd
SHINDL,sharat-industries-ltd
SHIPROCKET,shiprocket-ltd
SHIVAAGRO,shiva-global-agro-industries-ltd
SHIVACEM,shiva-cement-ltd
SHIVALIK,shivalik-rasayan-ltd
SHIVAMAUTO,shivam-autotech-ltd
SHIVAMILLS,shiva-mills-ltd
SHIVATEX,shiva-texyarn-ltd
SHIVAUM,shiv-aum-steels-ltd
SHK,s-h-kelkar-and-company-ltd
SHOPERSTOP,shoppers-stop-ltd
SHRADDHA,shraddha-prime-projects-ltd
SHRADHA,shradha-realty-ltd
SHREDIGCEM,shree-digvijay-cement-co-ltd
SHREECEM,shree-cement-ltd
SHREEJISPG,shreeji-shipping-global-ltd
SHREEPUSHK,shree-pushkar-chemicals-fertilisers-ltd
SHREERAMA,shree-rama-multi-tech-ltd
SHRENIK,shrenik-ltd
SHREYANIND,shreyans-industries-ltd
SHRIKRISH,shri-krishna-devcon-ltd
SHRINGARMS,shringar-house-of-mangalsutra-ltd
SHRIPISTON,spr-auto-technologies-ltd
SHRIRAMFIN,shriram-finance-ltd
SHRIRAMPPS,shriram-properties-ltd
SHRJAGP,shri-jagdamba-polymers-ltd
SHUKRAPHAR,shukra-pharmaceuticals-ltd
SHYAMCENT,shyam-century-ferrous-ltd
SHYAMMETL,shyam-metalics-and-energy-ltd
SHYAMTEL,shyam-telecom-ltd
SICAGEN,sicagen-india-ltd
SICALLOG,sical-logistics-ltd
SIEL,superior-industrial-enterprises-ltd
SIEMENS,siemens-ltd
SIGACHI,sigachi-industries-ltd
SIGIND,signet-industries-ltd
SIGMA,sigma-solve-ltd
SIGMAADV,sigma-advanced-systems-ltd
SIGNATURE,signatureglobal-india-ltd
SIGNPOST,signpost-india-ltd
SIKA,sika-interplant-systems-ltd
SIKKO,sikko-industries-ltd
SIL,standard-industries-ltd
SILGO,silgo-retail-ltd
SILINV,sil-investments-ltd
SILLYMONKS,silly-monks-entertainment-ltd
SILVERTUC,silver-touch-technologies-ltd
SIMBHALS,simbhaoli-sugars-ltd
SIMPLEXINF,simplex-infrastructures-ltd
SIMPLXREA,simplex-realty-ltd
SINCLAIR,sinclairs-hotels-ltd
