symbol,groww_slug
ESABINDIA,esab-india-ltd
ESAFSFB,esaf-small-finance-bank-ltd
ESCORTS,escorts-kubota-ltd
ESSARSHPNG,essar-shipping-ltd
ESSENTIA,integra-essentia-ltd
ESTER,ester-industries-ltd
ETERNAL,eternal-ltd
ETHOSLTD,ethos-ltd
EUREKAFORB,eureka-forbes-ltd
EUROBOND,euro-panel-products-ltd
EUROPRATIK,euro-pratik-sales-ltd
EUROTEXIND,eurotex-industries-and-exports-ltd
EVEREADY,eveready-industries-india-ltd
EVERESTIND,everest-industries-ltd
EXCELINDUS,excel-industries-ltd
EXCELSOFT,excelsoft-technologies-ltd
EXICOM,exicom-tele-systems-ltd
EXIDEIND,exide-industries-ltd
EXPLEOSOL,expleo-solutions-ltd
EXXARO,exxaro-tiles-ltd
FABTECH,fabtech-technologies-ltd
FACT,fertilizers-and-chemicals-travancore-ltd
FAIRCHEMOR,fairchem-organics-ltd
FAZE3Q,faze-three-ltd
FCL,fineotex-chemical-ltd
FCSSOFT,fcs-software-solutions-ltd
FDC,fdc-ltd
FEDDERSHOL,fedders-holding-ltd
FEDERALBNK,the-federal-bank-ltd
FEDFINA,fedbank-financial-services-ltd
FEL,future-enterprises-ltd
FELDVR,future-enterprises-ltd
FERMENTA,fermenta-biotech-ltd
FIBERWEB,fiberweb-india-ltd
FIEMIND,fiem-industries-ltd
FILATEX,filatex-india-ltd
FILATFASH,filatex-fashions-ltd
FINCABLES,finolex-cables-ltd
FINEORG,fine-organic-industries-ltd
FINKURVE,finkurve-financial-services-ltd
FINOPB,fino-payments-bank-ltd
FINPIPE,finolex-industries-ltd
FIRSTCRY,brainbees-solutions-ltd
FISCHER,fischer-medical-ventures-ltd
FIVESTAR,five-star-business-finance-ltd
FLAIR,flair-writing-industries-ltd
FLEXITUFF,flexituff-ventures-international-ltd
FLFL,future-lifestyle-fashions-ltd
FLUOROCHEM,gujarat-fluorochemicals-ltd
FMGOETZE,federal-mogul-goetze-india-ltd
FMNL,future-market-networks-ltd
FOCUS,focus-lighting-and-fixtures-ltd
FOODSIN,foods-inns-ltd
FORCEMOT,force-motors-ltd
FORTIS,fortis-healthcare-ltd
FOSECOIND,foseco-india-ltd
FRACTAL,fractal-analytics-ltd
FREDUN,fredun-pharmaceuticals-ltd
FRONTSP,frontier-springs-ltd
FSL,firstsource-solutions-ltd
FUSION,fusion-finance-ltd
GABRIEL,gabriel-india-ltd
GAEL,gujarat-ambuja-exports-ltd
GAIL,gail-india-ltd
GALAPREC,gala-precision-engineering-ltd
GALAXYSURF,galaxy-surfactants-ltd
GALLANTT,gallantt-ispat-ltd
GANDHAR,gandhar-oil-refinery-india-ltd
GANDHITUBE,gandhi-special-tubes-ltd
GANECOS,ganesha-ecosphere-ltd
GANESHBE,ganesh-benzoplast-ltd
GANESHCP,ganesh-consumer-products-ltd
GANESHHOU,ganesh-housing-ltd
GANGAFORGE,ganga-forging-ltd
GANGESSECU,ganges-securities-ltd
GARFIBRES,garware-technical-fibres-ltd
GARUDA,garuda-construction-and-engineering-ltd
GATECH,gacm-technologies-ltd
GATECHDVR,gacm-technologies-ltd
GATEWAY,gateway-distriparks-ltd
GAUDIUMIVF,gaudium-ivf-and-women-health-ltd
GAYAHWS,gayatri-highways-ltd
GAYAPROJ,gayatri-projects-ltd
GCSL,gretex-corporate-services-ltd
GEECEE,geecee-ventures-ltd
GEEKAYWIRE,geekay-wires-ltd
GEMAROMA,gem-aromatics-ltd
GENCON,generic-engineering-construction-and-projects-ltd
GENESYS,genesys-international-corporation-ltd
GENSOL,gensol-engineering-ltd
GENUSPAPER,genus-paper-boards-ltd
GENUSPOWER,genus-power-infrastructures-ltd
GEOJITFSL,geojit-financial-services-ltd
GESHIP,the-great-eastern-shipping-company-ltd
GFLLIMITED,gfl-ltd
GHCL,ghcl-ltd
GHCLTEXTIL,ghcl-textiles-ltd
GICHSGFIN,gic-housing-finance-ltd
GICL,globe-international-carriers-ltd
GICRE,general-insurance-corporation-of-india
GILLANDERS,gillanders-arbuthnot-company-ltd
GILLETTE,gillette-india-ltd
GINNIFILA,ginni-filaments-ltd
GIPCL,gujarat-industries-power-company-ltd
GKB,gkb-ophthalmics-ltd
GKENERGY,gk-energy-ltd
GKSL,gujarat-kidney-and-super-speciality-ltd
GKWLIMITED,gkw-ltd
GLAND,gland-pharma-ltd
GLAXO,glaxosmithkline-pharmaceuticals-ltd
GLENMARK,glenmark-pharmaceuticals-ltd
GLFL,gujarat-lease-financing-ltd
GLOBAL,global-education-ltd
GLOBALE,globale-tessile-ltd
GLOBALVECT,global-vectra-helicorp-ltd
GLOBE,globe-enterprises-india-ltd
GLOBECIVIL,globe-civil-projects-ltd
GLOBUSSPR,globus-spirits-ltd
GLOSTERLTD,gloster-ltd
GLOTTIS,glottis-ltd
GMBREW,gm-breweries-ltd
GMDCLTD,gujarat-mineral-development-corporation-ltd
GMMPFAUDLR,gmm-pfaudler-ltd
GMRAIRPORT,gmr-airports-ltd
GMRP&UI,gmr-power-and-urban-infra-ltd
GNA,gna-axles-ltd
GNFC,gujarat-narmada-valley-fertilizers-and-chemicals-ltd
GNRL,gujarat-natural-resources-ltd
GOACARBON,goa-carbon-ltd
GOCLCORP,gocl-corporation-ltd
GOCOLORS,go-fashion-india-ltd
GODAVARIB,godavari-biorefineries-ltd
GODFRYPHLP,godfrey-phillips-india-ltd
GODIGIT,go-digit-general-insurance-ltd
GODREJAGRO,godrej-agrovet-ltd
GODREJCP,godrej-consumer-products-ltd
GODREJIND,godrej-industries-ltd
GODREJPROP,godrej-properties-ltd
GOKEX,gokaldas-exports-ltd
GOKUL,gokul-refoils-and-solvent-ltd
GOKULAGRO,gokul-agro-resources-ltd
GOLDENTOBC,golden-tobacco-ltd
GOLDIAM,goldiam-international-ltd
GOLDTECH,aion-tech-solutions-ltd
GOODLUCK,goodluck-india-ltd
GOODYEAR,goodyear-india-ltd
GOPAL,gopal-snacks-ltd
GOYALALUM,goyal-aluminiums-ltd
GPIL,godawari-power-and-ispat-ltd
GPPL,gujarat-pipavav-port-ltd
GPTHEALTH,gpt-healthcare-ltd
GPTINFRA,gpt-infraprojects-ltd
GRADIENTE,gradiente-infotainment-ltd
GRANDOAK,grand-oak-canyons-distillery-ltd
GRANULES,granules-india-ltd
GRAPHITE,graphite-india-ltd
GRASIM,grasim-industries-ltd
GRAUWEIL,grauer-weil-india-ltd
GRAVISSHO,graviss-hospitality-ltd
GRAVITA,gravita-india-ltd
GREAVESCOT,greaves-cotton-ltd
GREENLAM,greenlam-industries-ltd
GREENPANEL,greenpanel-industries-ltd
GREENPLY,greenply-industries-ltd
GREENPOWER,orient-green-power-company-ltd
GRINDWELL,grindwell-norton-ltd
GRINFRA,g-r-infraprojects-ltd
GRMOVER,grm-overseas-ltd
GROBTEA,the-grob-tea-company-ltd
GROWW,billionbrains-garage-ventures-ltd
GRPLTD,grp-ltd
GRSE,garden-reach-shipbuilders-engineers-ltd
GRWRHITECH,garware-hi-tech-films-ltd
GSFC,gujarat-state-fertilizers-chemicals-ltd
GSLSU,global-surfaces-ltd
GSPCROP,gsp-crop-science-ltd
GSS,gss-infotech-ltd
GTECJAINX,g-tec-jainx-education-ltd
GTL,gtl-ltd
GTLINFRA,gtl-infrastructure-ltd
GTPL,gtpl-hathway-ltd
GUFICBIO,gufic-biosciences-ltd
GUJALKALI,gujarat-alkalies-and-chemicals-ltd
GUJAPOLLO,gujarat-apollo-industries-ltd
GUJENERGY,gujarat-energy-ltd
GUJRAFFIA,gujarat-raffia-industries-ltd
GUJTHEM,gujarat-themis-biosyn-ltd
GULFOILLUB,gulf-oil-lubricants-india-ltd
GULFPETRO,gp-petroleums-ltd
GULPOLY,gulshan-polyols-ltd
GVKPIL,gvk-power-infrastructure-ltd
GVPIL,ge-power-india-ltd
GVPTECH,gvp-infotech-ltd
GVT&D,ge-vernova-t-d-india-ltd
GYFTR,gyftr-ltd
HAL,hindustan-aeronautics-ltd
HALDER,halder-venture-ltd
HALDYNGL,haldyn-glass-ltd
HALEOSLABS,haleos-labs-ltd
HAMPTON,hampton-sky-realty-ltd
HAPPSTMNDS,happiest-minds-technologies-ltd
HAPPYFORGE,happy-forgings-ltd
HARDWYN,hardwyn-india-ltd
HARIOMPIPE,hariom-pipe-industries-ltd
HARRMALAYA,harrisons-malayalam-ltd
HARSHA,harsha-engineers-international-ltd
HATHWAY,hathway-cable-datacom-ltd
HATSUN,hatsun-agro-product-ltd
HAVELLS,havells-india-ltd
HAVISHA,sri-havisha-hospitality-and-infrastructure-ltd
HAWKINCOOK,hawkins-cookers-ltd
HAZOOR,hazoor-multi-projects-ltd
HBESD,hb-estate-developers-ltd
HBLENGINE,hbl-engineering-ltd
HBPOR,hb-portfolio-ltd
HBSL,hb-stockholdings-ltd
HCC,hindustan-construction-company-ltd
HCG,healthcare-global-enterprises-ltd
HCL-INSYS,hcl-infosystems-ltd
HCLTECH,hcl-technologies-ltd
HDBFS,hdb-financial-services-ltd
HDFCAMC,hdfc-asset-management-company-ltd
HDFCBANK,hdfc-bank-ltd
HDFCLIFE,hdfc-life-insurance-company-ltd
HDIL,housing-development-and-infrastructure-ltd
HEADSUP,heads-up-ventures-ltd
HEALTHX,health-x-platform-ltd
HECPROJECT,hec-infra-projects-ltd
HEG,heg-ltd
HEIDELBERG,heidelbergcement-india-ltd
HEMIPROP,hemisphere-properties-india-ltd
HERANBA,heranba-industries-ltd
HERITGFOOD,heritage-foods-ltd
HEROMOTOCO,hero-motocorp-ltd
HESTERBIO,hester-biosciences-ltd
HEXAGON,hexagon-nutrition-ltd
HEXATRADEX,hexa-tradex-ltd
HEXT,hexaware-technologies-ltd
HFCL,hfcl-ltd
HGINFRA,h-g-infra-engineering-ltd
HGM,handson-global-management-hgm-ltd
HGS,hinduja-global-solutions-ltd
HIKAL,hikal-ltd
HILINFRA,highway-infrastructure-ltd
HILTON,hilton-metal-forging-ltd
HIMATSEIDE,himatsingka-seide-ltd
HINDADH,hindustan-adhesives-ltd
HINDALCO,hindalco-industries-ltd
HINDALUMI,hind-aluminium-industries-ltd
HINDCOMPOS,hindustan-composites-ltd
HINDCON,hindcon-chemicals-ltd
HINDCOPPER,hindustan-copper-ltd
HINDOILEXP,hindustan-oil-exploration-company-ltd
HINDPETRO,hindustan-petroleum-corporation-ltd
HINDUNILVR,hindustan-unilever-ltd
HINDWAREAP,hindware-home-innovation-ltd
HINDZINC,hindustan-zinc-ltd
HIRECT,hirect-ltd
HISARMETAL,hisar-metal-industries-ltd
HITECH,hi-tech-pipes-ltd
HITECHCORP,hitech-corporation-ltd
HITECHGEAR,the-hi-tech-gears-ltd
HLEGLAS,hle-glascoat-ltd
HLVLTD,hlv-ltd
HMAAGRO,hma-agro-industries-ltd
HMT,hmt-ltd
HMVL,hindustan-media-ventures-ltd
HNDFDS,hindustan-foods-ltd
HOMEFIRST,home-first-finance-company-india-ltd
HONASA,honasa-consumer-ltd
HONAUT,honeywell-automation-india-ltd
HONDAPOWER,honda-india-power-products-ltd
HPAL,hp-adhesives-ltd
HPIL,hindprakash-industries-ltd
HPL,hpl-electric-power-ltd
HRYNSHP,hariyana-ship-breakers-ltd
HSCL,himadri-speciality-chemical-ltd
HTMEDIA,ht-media-ltd
HUBTOWN,hubtown-ltd
HUDCO,housing-urban-development-corporation-ltd
HUHTAMAKI,huhtamaki-india-ltd
HYBRIDFIN,hybrid-financial-services-ltd
HYUNDAI,hyundai-motor-india-ltd
IBULLSLTD,indiabulls-ltd
ICDSLTD,icds-ltd
ICEMAKE,ice-make-refrigeration-ltd
ICICIAMC,icici-prudential-asset-management-company-ltd
ICICIBANK,icici-bank-ltd
ICICIGI,icici-lombard-general-insurance-company-ltd
ICICIPRULI,icici-prudential-life-insurance-company-ltd
ICIL,indo-count-industries-ltd
ICRA,icra-ltd
IDBI,idbi-bank-ltd
IDEA,vodafone-idea-ltd
IDEAFORGE,ideaforge-technology-ltd
IDFCFIRSTB,idfc-first-bank-ltd
IEX,indian-energy-exchange-ltd
IFBAGRO,ifb-agro-industries-ltd
IFBIND,ifb-industries-ltd
IFCI,ifci-ltd
IFGLEXPOR,ifgl-refractories-ltd
IGARASHI,igarashi-motors-india-ltd
IGCL,indogulf-cropsciences-ltd
IGIL,international-gemological-institute-ltd
IGL,indraprastha-gas-ltd
IGPL,ig-petrochemicals-ltd
IIFL,iifl-finance-ltd
IIFLCAPS,iifl-capital-services-ltd
IITL,industrial-investment-trust-ltd
IKIO,ikio-technologies-ltd
IKS,inventurus-knowledge-solutions-ltd
IL&FSENGG,il-fs-engineering-and-construction-company-ltd
IL&FSTRANS,il-fs-transportation-networks-ltd
IMAGICAA,imagicaaworld-entertainment-ltd
IMFA,indian-metals-ferro-alloys-ltd
IMPAL,india-motor-parts-and-accessories-ltd
IMPEXFERRO,impex-ferro-tech-ltd
INA,insolation-energy-ltd
INCREDIBLE,incredible-industries-ltd
INDBANK,indbank-merchant-banking-services-ltd
INDGN,indegene-ltd
INDHOTEL,the-indian-hotels-company-ltd
INDIACEM,the-india-cements-ltd
INDIAGLYCO,india-glycols-ltd
INDIAMART,indiamart-intermesh-ltd
INDIANB,indian-bank
INDIANCARD,indian-card-clothing-company-ltd
INDIANHUME,indian-hume-pipe-company-ltd
INDIASHLTR,india-shelter-finance-corporation-ltd
INDIGO,interglobe-aviation-ltd
INDIGOPNTS,indigo-paints-ltd
INDIQUBE,indiqube-spaces-ltd
INDNIPPON,india-nippon-electricals-ltd
INDOAMIN,indo-amines-ltd
INDOBORAX,indo-borax-chemicals-ltd
INDOCO,indoco-remedies-ltd
INDOFARM,indo-farm-equipment-ltd
INDOKEM,indokem-ltd
INDOMIM,indo-mim-ltd
INDORAMA,indo-rama-synthetics-india-ltd
INDOSTAR,indostar-capital-finance-ltd
INDOTECH,indo-tech-transformers-ltd
INDOTHAI,indo-thai-securities-ltd
INDOUS,indo-us-biotech-ltd
INDOWIND,indowind-energy-ltd
INDPRUD,industrial-prudential-investment-company-ltd
INDRAMEDCO,indraprastha-medical-corporation-ltd
INDSWFTLAB,ind-swift-laboratories-ltd
INDTERRAIN,indian-terrain-fashions-ltd
INDUSINDBK,indusind-bank-ltd
INDUSTOWER,indus-towers-ltd
INFOBEAN,infobeans-technologies-ltd
INFOMEDIA,infomedia-press-ltd
INFY,infosys-ltd
INGERRAND,ingersoll-rand-india-ltd
INNOVACAP,innova-captab-ltd
INNOVANA,innovana-thinklabs-ltd
INNOVISION,innovision-ltd
INOXGREEN,inox-green-energy-services-ltd
INOXINDIA,inox-india-ltd
INOXWIND,inox-wind-ltd
INSECTICID,insecticides-india-ltd
INSPIRISYS,inspirisys-solutions-ltd
INTELLECT,intellect-design-arena-ltd
INTENTECH,intense-technologies-ltd
INTERARCH,interarch-building-solutions-ltd
INTLCONV,international-conveyors-ltd
INVENTURE,inventure-growth-securities-ltd
INVPRECQ,investment-precision-castings-ltd
IOB,indian-overseas-bank
IOC,indian-oil-corporation-ltd
IOLCP,iol-chemicals-and-pharmaceuticals-ltd
IONEXCHANG,ion-exchange-india-ltd
IPCALAB,ipca-laboratories-ltd
IPL,india-pesticides-ltd
IPRINGLTD,ip-rings-ltd
IRB,irb-infrastructure-developers-ltd
IRCON,ircon-international-ltd
IRCTC,indian-railway-catering-and-tourism-corporation-ltd
IREDA,indian-renewable-energy-development-agency-ltd
IRFC,indian-railway-finance-corporation-ltd
IRIS,iris-regtech-solutions-ltd
IRISDOREME,iris-clothings-ltd
IRMENERGY,irm-energy-ltd
ISFT,intrasoft-technologies-ltd
ISGEC,isgec-heavy-engineering-ltd
ISHANCH,ishan-dyes-and-chemicals-ltd
ISTLTD,i-s-t-ltd
ITC,itc-ltd
ITCHOTELS,itc-hotels-ltd
ITDC,india-tourism-development-corporation-ltd
ITI,iti-ltd
ITL,itl-industries-ltd
IVALUE,ivalue-infosolutions-ltd
IVC,il-fs-investment-managers-ltd
IVP,ivp-ltd
IWP,the-indian-wood-products-company-ltd
IXIGO,le-travenues-technology-ltd
IZMO,izmo-ltd
J&KBANK,the-jammu-kashmir-bank-ltd
JAGRAN,jagran-prakashan-ltd
JAGSNPHARM,jagsonpal-pharmaceuticals-ltd
JAIBALAJI,jai-balaji-industries-ltd
JAICORPLTD,jai-corp-ltd
JAINREC,jain-resource-recycling-ltd
JAIPURKURT,nandani-creation-ltd
JAMNAAUTO,jamna-auto-industries-ltd
JARO,jaro-institute-of-technology-management-and-research-ltd
JASH,jash-engineering-ltd
JAYAGROGN,jayant-agro-organics-ltd
JAYBARMARU,jay-bharat-maruti-ltd
JAYKAY,jaykay-enterprises-ltd
JAYNECOIND,jayaswal-neco-industries-ltd
JAYSREETEA,jayshree-tea-industries-ltd
JBMA,jbm-auto-ltd
JENBURPH,jenburkt-pharmaceuticals-ltd
JETFREIGHT,jet-freight-logistics-ltd
JGCHEM,j-g-chemicals-ltd
JHS,jhs-svendgaard-laboratories-ltd
JINDALPHOT,jindal-photo-ltd
JINDALPOLY,jindal-poly-films-ltd
JINDALSAW,jindal-saw-ltd
JINDALSTEL,jindal-steel-ltd
JINDRILL,jindal-drilling-and-industries-ltd
JINDWORLD,jindal-worldwide-ltd
JIOFIN,jio-financial-services-ltd
JISLDVREQS,jain-irrigation-systems-ltd
JISLJALEQS,jain-irrigation-systems-ltd
JITFINFRA,jitf-infralogistics-ltd
JKCEMENT,jk-cement-ltd
JKIL,j-kumar-infraprojects-ltd
JKIPL,jinkushal-industries-ltd
JKLAKSHMI,jk-lakshmi-cement-ltd
JKPAPER,jk-paper-ltd
JKTYRE,jk-tyre-industries-ltd
JLHL,jupiter-life-line-hospitals-ltd
JMA,jullundur-motor-agency-delhi-ltd
JMFINANCIL,jm-financial-ltd
JNKINDIA,jnk-india-ltd
JNPR,juniper-green-energy-ltd
JOCIL,jocil-ltd
JPOLYINVST,jindal-poly-investment-and-finance-company-ltd
JPPOWER,jaiprakash-power-ventures-ltd
JSFB,jana-small-finance-bank-ltd
JSL,jindal-stainless-ltd
JSLL,jeena-sikho-lifecare-ltd
JSWCEMENT,jsw-cement-ltd
JSWDULUX,jsw-dulux-ltd
JSWENERGY,jsw-energy-ltd
JSWHL,jsw-holdings-ltd
JSWINFRA,jsw-infrastructure-ltd
JSWSTEEL,jsw-steel-ltd
JTEKTINDIA,jtekt-india-ltd
JTLIND,jtl-industries-ltd
JUBLCPL,jubilant-agri-and-consumer-products-ltd
JUBLFOOD,jubilant-foodworks-ltd
JUBLINGREA,jubilant-ingrevia-ltd
JUBLPHARMA,jubilant-pharmova-ltd
JUNIPER,juniper-hotels-ltd
JUSTDIAL,just-dial-ltd
JWL,jupiter-wagons-ltd
JYOTHYLAB,jyothy-labs-ltd
JYOTICNC,jyoti-cnc-automation-ltd
JYOTIRES,jyoti-resins-adhesives-ltd
JYOTISTRUC,jyoti-structures-ltd
KABRAEXTRU,kabra-extrusion-technik-ltd
KAJARIACER,kajaria-ceramics-ltd
KAKATCEM,kakatiya-cement-sugar-industries-ltd
KALAMANDIR,sai-silks-kalamandir-ltd
KALPATARU,kalpataru-ltd
KALYANI,kalyani-commercials-ltd
KALYANIFRG,kalyani-forge-ltd
KALYANKJIL,kalyan-jewellers-india-ltd
KAMAHOLD,kama-holdings-ltd
KAMANWALA,kamanwala-housing-construction-ltd
KAMATHOTEL,kamat-hotels-i-ltd
KAMDHENU,kamdhenu-ltd
KAMOPAINTS,kamdhenu-ventures-ltd
KANANIIND,kanani-industries-ltd
KANCHI,kanchi-karpooram-ltd
KANCOTEA,kanco-tea-industries-ltd
KANORICHEM,kanoria-chemicals-industries-ltd
KANPRPLA,kanpur-plastipack-ltd
KANSAINER,kansai-nerolac-paints-ltd
KAPSTON,kapston-services-ltd
KARMAENG,karma-energy-ltd
KARURVYSYA,karur-vysya-bank-ltd
KAUSHALYA,kaushalya-infrastructure-development-corporation-ltd
KAVDEFENCE,kavveri-defence-wireless-technologies-ltd
KAYA,kaya-ltd
KAYNES,kaynes-technology-india-ltd
KCP,kcp-ltd
KCPSUGIND,kcp-sugar-and-industries-corporation-ltd
KDDL,kddl-ltd
KEC,kec-international-ltd
KECL,kirloskar-electric-company-ltd
KEEPLEARN,dsj-keep-learning-ltd
KEI,kei-industries-ltd
KELLTONTEC,kellton-tech-solutions-ltd
KENNAMET,kennametal-india-ltd
KERNEX,kernex-microsystems-india-ltd
KESORAMIND,kesoram-industries-ltd
KEYFINSERV,keynote-financial-services-ltd
KFINTECH,kfin-technologies-ltd
KHADIM,khadim-india-ltd
KHAICHEM,khaitan-chemicals-fertilizers-ltd
KHAITANLTD,khaitan-india-ltd
KHANDSE,khandwala-securities-ltd
KICL,kalyani-investment-company-ltd
KILITCH,kilitch-drugs-india-ltd
KIMS,krishna-institute-of-medical-sciences-ltd
KINGFA,kingfa-science-technology-india-ltd
KIOCL,kiocl-ltd
KIRANVYPAR,kiran-vyapar-ltd
KIRIINDUS,kiri-industries-ltd
KIRLFER,kirloskar-ferrous-industries-ltd
KIRLOSBROS,kirloskar-brothers-ltd
KIRLOSENG,kirloskar-oil-engines-ltd
KIRLOSIND,kirloskar-industries-ltd
KIRLPNU,kirloskar-pneumatic-company-ltd
KISSHT,onemi-technology-solutions-ltd
KITEX,kitex-garments-ltd
KJMCFIN,kjmc-financial-services-ltd
KKCL,kewal-kiran-clothing-ltd
KLBRENG-B,kilburn-engineering-ltd
KMCSHIL,k-m-c-speciality-hospitals-india-ltd
KMEW,knowledge-marine-engineering-works-ltd
KMSUGAR,k-m-sugar-mills-ltd
KNACK,knack-packaging-ltd
KNAGRI,kn-agri-resources-ltd
KNRCON,knr-constructions-ltd
KOHINOOR,kohinoor-foods-ltd
KOKUYOCMLN,kokuyo-camlin-ltd
KOLTEPATIL,kolte-patil-developers-ltd
KOPRAN,kopran-ltd
KOTAKBANK,kotak-mahindra-bank-ltd
KOTARISUG,kothari-sugars-and-chemicals-ltd
KOTHARIPET,kothari-petrochemicals-ltd
KOTHARIPRO,kothari-products-ltd
KOTIC,kothari-industrial-corporation-ltd
KOTYARK,kotyark-industries-ltd
KOVAI,kovai-medical-center-hospital-ltd
KPEL,k-p-energy-ltd
KPIGREEN,kpi-green-energy-ltd
KPIL,kalpataru-projects-international-ltd
KPITTECH,kpit-technologies-ltd
KPL,kwality-pharmaceuticals-ltd
KPRMILL,k-p-r-mill-ltd
KRBL,krbl-ltd
KREBSBIO,krebs-biochemicals-and-industries-ltd
KRIDHANINF,kridhan-infra-ltd
KRISHANA,krishana-phoschem-ltd
KRISHIVAL,krishival-foods-ltd
KRISHNADEF,krishna-defence-and-allied-industries-ltd
KRITI,kriti-industries-india-ltd
KRITIKA,kritika-wires-ltd
KRITINUT,kriti-nutrients-ltd
KRN,krn-heat-exchanger-and-refrigeration-ltd
KRONOX,kronox-lab-sciences-ltd
KROSS,kross-ltd
KRSNAA,krsnaa-diagnostics-ltd
KRYSTAL,krystal-integrated-services-ltd
KSB,ksb-ltd
KSCL,kaveri-seed-company-ltd
KSE,kse-ltd
KSHINTL,ksh-international-ltd
KSHITIJPOL,kshitij-polyline-ltd
KSL,kalyani-steels-ltd
KSOLVES,ksolves-india-ltd
KSR,ksr-footwear-ltd
KTKBANK,the-karnataka-bank-ltd
KUANTUM,kuantum-papers-ltd
KUSUMGAR,kusumgar-ltd
KWIL,kwality-wall-s-india-ltd
LADDERUP,ladderup-finance-ltd
LAGNAM,lagnam-spintex-ltd
LAHOTIOV,lahoti-overseas-ltd
LAKPRE,lakshmi-precision-screws-ltd
LAKSHMIMIL,lakshmi-mills-company-ltd
LAL,lorenzini-apparels-ltd
LALPATHLAB,dr-lal-path-labs-ltd
LAMBODHARA,lambodhara-textiles-ltd
LANCER,lancer-container-lines-ltd
LANCORHOL,lancor-holdings-ltd
LANDMARK,landmark-cars-ltd
LANDSMILL,landsmill-green-ltd
LAOPALA,la-opala-rg-ltd
LASA,lasa-supergenerics-ltd
LASERPOWER,laser-power-infra-ltd
LATENTVIEW,latent-view-analytics-ltd
LATTEYS,latteys-industries-ltd
LAURUSLABS,laurus-labs-ltd
LAXMICOT,laxmi-cotspin-ltd
LAXMIDENTL,laxmi-dental-ltd
LAXMIINDIA,laxmi-india-finance-ltd
LCCINFOTEC,lcc-infotech-ltd
LCL,lohia-corp-ltd
LEAPIND,leap-india-ltd
LEENEE,lee-nee-softwares-exports-ltd
LEMERITE,le-merite-exports-ltd
LEMONTREE,lemon-tree-hotels-ltd
LENSKART,lenskart-solutions-ltd
LEXUS,lexus-granito-india-ltd
LFIC,lakshmi-finance-industrial-corporation-ltd
LGBBROSLTD,lg-balakrishnan-bros-ltd
LGEINDIA,lg-electronics-india-ltd
LGHL,laxmi-goldorna-house-ltd
LIBAS,libas-consumer-products-ltd
LIBERTSHOE,liberty-shoes-ltd
LICHSGFIN,lic-housing-finance-ltd
LICI,life-insurance-corporation-of-india
LIKHITHA,likhitha-infrastructure-ltd
LINC,linc-ltd
LINCOLN,lincoln-pharmaceuticals-ltd
LINDEINDIA,linde-india-ltd
LKPSEC,lkp-securities-ltd
LLOYDSENGG,lloyds-engineering-works-ltd
LLOYDSENT,lloyds-enterprises-ltd
LLOYDSME,lloyds-metals-and-energy-ltd
LMW,lmw-ltd
LODHA,lodha-developers-ltd
LOKESHMACH,lokesh-machines-ltd
LORDSCHLO,lords-chloro-alkali-ltd
LOTUSCHO,lotus-chocolate-company-ltd
LOTUSDEV,sri-lotus-developers-and-realty-ltd
LOTUSEYE,lotus-eye-hospital-and-institute-ltd
LOVABLE,lovable-lingerie-ltd
LOYALTEX,loyal-textile-mills-ltd
LPDC,landmark-property-development-company-ltd
LT,larsen-toubro-ltd
LTF,l-t-finance-ltd
LTFOODS,lt-foods-ltd
LTM,ltm-ltd
LTTS,l-t-technology-services-ltd
LUMAXIND,lumax-industries-ltd
LUMAXTECH,lumax-auto-technologies-ltd
LUPIN,lupin-ltd
LUXIND,lux-industries-ltd
LXCHEM,laxmi-organic-industries-ltd
LYKALABS,lyka-labs-ltd
M&M,mahindra-mahindra-ltd
M&MFIN,mahindra-mahindra-financial-services-ltd
MAANALU,maan-aluminium-ltd
MACPOWER,macpower-cnc-machines-ltd
MADHAV,madhav-marbles-and-granites-ltd
MADHAVIPL,madhav-infra-projects-ltd
MADHUCON,madhucon-projects-ltd
MADRASFERT,madras-fertilizers-ltd
MAFATIND,mafatlal-industries-ltd
MAGADSUGAR,magadh-sugar-energy-ltd
MAGNUM,magnum-ventures-ltd
MAHABANK,bank-of-maharashtra
MAHAPEXLTD,maha-rashtra-apex-corporation-ltd
MAHASTEEL,mahamaya-steel-industries-ltd
MAHEPC,mahindra-epc-irrigation-ltd
MAHESHWARI,maheshwari-logistics-ltd
MAHLIFE,mahindra-lifespace-developers-ltd
MAHLOG,mahindra-logistics-ltd
MAHSCOOTER,maharashtra-scooters-ltd
MAHSEAMLES,maharashtra-seamless-ltd
MAITHANALL,maithan-alloys-ltd
MAJESAUT,majestic-auto-ltd
MAKERSL,makers-laboratories-ltd
MALLCOM,mallcom-india-ltd
MALUPAPER,malu-paper-mills-ltd
MAMATA,mamata-machinery-ltd
MANAKALUCO,manaksia-aluminium-company-ltd
MANAKCOAT,manaksia-coated-metals-industries-ltd
MANAKSIA,manaksia-ltd
MANAKSTEEL,manaksia-steels-ltd
MANALIPETC,manali-petrochemicals-ltd
MANAPPURAM,manappuram-finance-ltd
MANBA,manba-finance-ltd
MANBRO,manbro-industries-ltd
MANCREDIT,mangal-credit-and-fincorp-ltd
MANGALAM,mangalam-drugs-and-organics-ltd
MANGLMCEM,mangalam-cement-ltd
MANINDS,man-industries-india-ltd
MANINFRA,man-infraconstruction-ltd
MANIPALHOS,manipal-health-enterprises-ltd
MANKIND,mankind-pharma-ltd
